tt0058257,8,nm0006211,composer,""
tt0058259,8,nm0460254,composer,""
tt0058262,8,nm0002354,composer,""
tt0058265,8,nm0006238,composer,""
tt0058266,8,nm0006147,composer,""
tt0058275,7,nm0405411,composer,""
tt0058275,8,nm0753014,composer,""
tt0058277,7,nm0685258,composer,""
tt0058279,9,nm0006316,composer,""
tt0058281,8,nm0909159,composer,""
tt0058283,7,nm11029354,composer,""
tt0058286,8,nm0242406,composer,""
tt0058287,9,nm0006210,composer,""
tt0058289,10,nm0006028,composer,""
tt0058294,8,nm0006132,composer,""
tt0058296,9,nm0201239,composer,""
tt0058297,7,nm0006267,composer,""
tt0058304,8,nm0006054,composer,""
tt0058305,8,nm0781886,composer,""
tt0058306,9,nm0000016,composer,""
tt0058307,9,nm0006267,composer,""
tt0058311,10,nm0290002,composer,""
tt0058312,9,nm0290002,composer,""
tt0058318,8,nm0005956,composer,""
tt0058320,7,nm0322874,composer,""
tt0058323,10,nm0000290,composer,""
tt0058324,9,nm0000049,composer,""
tt0058326,9,nm0945676,composer,""
tt0058329,8,nm0002136,composer,""
tt0058333,9,nm0497113,composer,""
tt0058334,9,nm0006322,composer,""
tt0058336,9,nm0006076,composer,""
tt0058341,9,nm0006095,composer,""
tt0058349,8,nm0756905,composer,""
tt0058355,10,nm0048301,composer,""
tt0058361,8,nm0796538,composer,""
tt0058368,9,nm0006177,composer,""
tt0058371,8,nm0006112,composer,""
tt0058374,8,nm0118886,composer,""
tt0058375,10,nm0331616,composer,""
tt0058382,10,nm0006109,composer,""
tt0058384,8,nm0005958,composer,""
tt0058390,6,nm0242406,composer,""
tt0058394,9,nm0820183,composer,""
tt0058398,8,nm0006120,composer,""
tt0058401,8,nm0006112,composer,""
tt0058402,9,nm0334169,composer,""
tt0058403,7,nm0006202,composer,""
tt0058404,9,nm0006082,composer,""
tt0058405,7,nm0052140,composer,""
tt0058409,9,nm0945462,composer,""
tt0058411,10,nm0701982,composer,""
tt0058412,8,nm0906661,composer,""
tt0058415,9,nm0006112,composer,""
tt0058423,7,nm0149690,composer,""
tt0058423,8,nm0710789,composer,""
tt0058425,10,nm0006109,composer,""
tt0058427,7,nm0652896,composer,""
tt0058428,10,nm0548738,composer,""
tt0058429,9,nm0006086,composer,""
tt0058430,9,nm0370618,composer,""
tt0058438,9,nm0006165,composer,""
tt0058439,8,nm0341904,composer,""
tt0058440,9,nm0005958,composer,""
tt0058441,9,nm0529940,composer,""
tt0058441,10,nm0529942,composer,""
tt0058450,7,nm0006166,composer,""
tt0058453,9,nm0725765,composer,""
tt0058456,7,nm0000710,composer,""
tt0058458,8,nm0000016,composer,""
tt0058466,9,nm0005989,composer,""
tt0058470,9,nm0322874,composer,""
tt0058473,10,nm0006090,composer,""
tt0058475,10,nm0001553,composer,""
tt0058479,9,nm0006213,composer,""
tt0058487,8,nm0705572,composer,""
tt0058489,7,nm0451757,composer,""
tt0058499,9,nm0428561,composer,""
tt0058500,9,nm0000016,composer,""
tt0058502,9,nm0438803,composer,""
tt0058502,10,nm0799501,composer,""
tt0058507,9,nm0006161,composer,""
tt0058512,8,nm0505809,composer,""
tt0058515,8,nm0005965,composer,""
tt0058522,9,nm0006277,composer,""
tt0058523,9,nm0006225,composer,""
tt0058525,9,nm0000025,composer,""
tt0058529,7,nm0725765,composer,""
tt0058530,10,nm0885866,composer,""
tt0058533,10,nm0006177,composer,""
tt0058534,9,nm0510360,composer,""
tt0058541,7,nm0953379,composer,""
tt0058544,7,nm0006136,composer,""
tt0058547,6,nm1090097,composer,""
tt0058547,7,nm0788172,composer,""
tt0058548,8,nm0217933,composer,""
tt0058553,9,nm0005989,composer,""
tt0058556,8,nm0006325,composer,""
tt0058557,7,nm0000290,composer,""
tt0058561,8,nm0006087,composer,""
tt0058563,9,nm0305767,composer,""
tt0058563,10,nm0924647,composer,""
tt0058564,10,nm0006267,composer,""
tt0058571,10,nm0006030,composer,""
tt0058576,10,nm0000025,composer,""
tt0058585,9,nm0000025,composer,""
tt0058586,9,nm0000049,composer,""
tt0058587,8,nm0742370,composer,""
tt0058589,8,nm0279197,composer,""
tt0058590,8,nm0843793,composer,""
tt0058596,7,nm0339853,composer,""
tt0058600,10,nm0070240,composer,""
tt0058601,9,nm0210767,composer,""
tt0058604,8,nm0267524,composer,""
tt0058605,9,nm0006274,composer,""
tt0058606,8,nm0006300,composer,""
tt0058610,9,nm0004022,composer,""
tt0058612,8,nm0242406,composer,""
tt0058618,9,nm0006327,composer,""
tt0058620,7,nm0018788,composer,""
tt0058621,8,nm0363316,composer,""
tt0058622,9,nm0804165,composer,""
tt0058625,10,nm0006316,composer,""
tt0058626,7,nm0368135,composer,""
tt0058629,8,nm0005996,composer,""
tt0058632,9,nm0235127,composer,""
tt0058633,9,nm0006299,composer,""
tt0058642,8,nm0804695,composer,""
tt0058648,10,nm0002185,composer,""
tt0058649,7,nm0036195,composer,""
tt0058650,10,nm0005952,composer,""
tt0058652,9,nm0875482,composer,""
tt0058653,8,nm0115960,composer,""
tt0058657,8,nm0048301,composer,""
tt0058658,8,nm0006143,composer,""
tt0058659,8,nm0006161,composer,""
tt0058660,7,nm0079437,composer,""
tt0058666,8,nm0084999,composer,""
tt0058669,9,nm0272026,composer,""
tt0058672,8,nm0006118,composer,""
tt0058674,9,nm0006267,composer,""
tt0058675,10,nm0006164,composer,""
tt0058689,10,nm0006028,composer,""
tt0058691,9,nm0006067,composer,""
tt0058694,7,nm0920014,composer,""
tt0058695,10,nm0701982,composer,""
tt0058698,9,nm0006136,composer,""
tt0058706,8,nm0005989,composer,""
tt0058709,10,nm0005989,composer,""
tt0058712,9,nm0006187,composer,""
tt0058715,7,nm0005953,composer,""
tt0058718,9,nm0003049,composer,""
tt0058724,10,nm0036195,composer,""
tt0058725,8,nm0006303,composer,""
tt0058740,10,nm0003574,composer,""
tt0058743,10,nm0725765,composer,""
tt0058745,9,nm0770127,composer,""
tt0058751,10,nm0005989,composer,""
tt0058752,8,nm0003049,composer,""
tt0058753,9,nm0551619,composer,""
tt0058755,9,nm0005965,composer,""
tt0058756,9,nm0000930,composer,""
tt0058758,6,nm0232799,composer,""
tt0058763,8,nm0006148,composer,""
tt0058764,7,nm0000070,composer,""
tt0058767,8,nm0678157,composer,""
tt0058770,7,nm0149690,composer,""
tt0058771,6,nm0154995,composer,""
tt0058773,9,nm0003049,composer,""
tt0058775,9,nm1364597,composer,""
tt0058775,10,nm0843031,composer,""
tt0058777,7,nm0000290,composer,""
tt0058778,6,nm6697084,composer,""
tt0058778,7,nm0264382,composer,""
tt0058780,10,nm0909285,composer,""
tt0058787,8,nm0420727,composer,""
tt0058858,10,nm0766496,composer,""
tt0058859,10,nm0275754,composer,""
tt0058861,9,nm0778431,composer,""
tt0058863,8,nm0006143,composer,""
tt0058866,8,nm0006164,composer,""
tt0058869,7,nm0944904,composer,""
tt0058878,8,nm0001553,composer,""
tt0058881,10,nm0006227,composer,""
tt0058882,10,nm0006164,composer,""
tt0058885,8,nm0006327,composer,""
tt0058886,8,nm0006218,composer,""
tt0058898,8,nm0006201,composer,""
tt0058905,10,nm0011709,composer,""
tt0058920,10,nm0170990,composer,""
tt0058921,6,nm1090097,composer,""
tt0058921,7,nm0788172,composer,""
tt0058922,10,nm0331616,composer,""
tt0058924,7,nm0637301,composer,""
tt0058926,8,nm0299624,composer,""
tt0058930,8,nm0000930,composer,""
tt0058942,9,nm0006028,composer,""
tt0058946,8,nm0001553,composer,""
tt0058947,9,nm0006082,composer,""
tt0058949,7,nm0006297,composer,""
tt0058952,10,nm0933410,composer,""
tt0058953,9,nm0005958,composer,""
tt0058954,9,nm0801535,composer,""
tt0058962,8,nm0776797,composer,""
tt0058969,9,nm0736864,composer,""
tt0058971,7,nm0407803,composer,""
tt0058972,7,nm0006089,composer,""
tt0058976,8,nm0368135,composer,""
tt0058977,9,nm0006277,composer,""
tt0058981,9,nm0006126,composer,""
tt0058983,9,nm0670437,composer,""
tt0058985,7,nm0214456,composer,""
tt0058988,9,nm0006300,composer,""
tt0058990,8,nm0006052,composer,""
tt0058991,7,nm0052140,composer,""
tt0058997,10,nm11029354,composer,""
tt0058998,8,nm0548738,composer,""
tt0059001,7,nm0006091,composer,""
tt0059012,10,nm0006164,composer,""
tt0059014,8,nm0736864,composer,""
tt0059017,10,nm0006030,composer,""
tt0059025,5,nm0788170,composer,""
tt0059028,9,nm0006005,composer,""
tt0059029,9,nm0156886,composer,""
tt0059029,10,nm1842626,composer,""
tt0059032,7,nm0006214,composer,""
tt0059037,10,nm0006277,composer,""
tt0059049,10,nm0006007,composer,""
tt0059050,8,nm0006177,composer,""
tt0059063,7,nm0073961,composer,""
tt0059065,10,nm0235127,composer,""
tt0059076,10,nm0006286,composer,""
tt0059079,8,nm0955766,composer,""
tt0059080,10,nm0945676,composer,""
tt0059083,8,nm0006277,composer,""
tt0059084,8,nm0006023,composer,""
tt0059087,8,nm0115960,composer,""
tt0059090,7,nm0135318,composer,""
tt0059094,10,nm0006052,composer,""
tt0059096,8,nm0006301,composer,""
tt0059100,8,nm0272026,composer,""
tt0059101,9,nm0006164,composer,""
tt0059104,10,nm0006164,composer,""
tt0059106,9,nm0430737,composer,""
tt0059113,9,nm0003574,composer,""
tt0059114,7,nm0006073,composer,""
tt0059116,10,nm0744021,composer,""
tt0059125,8,nm0527534,composer,""
tt0059127,10,nm0002302,composer,""
tt0059137,7,nm0135257,composer,""
tt0059139,8,nm7137333,composer,""
tt0059139,9,nm0742370,composer,""
tt0059143,10,nm0006109,composer,""
tt0059152,9,nm0290002,composer,""
tt0059159,8,nm0950630,composer,""
tt0059162,8,nm0924083,composer,""
tt0059163,10,nm0323473,composer,""
tt0059164,10,nm0906661,composer,""
tt0059171,8,nm0386610,composer,""
tt0059171,9,nm0402831,composer,""
tt0059171,10,nm0440517,composer,""
tt0059172,9,nm0701982,composer,""
tt0059175,9,nm0552326,composer,""
tt0059178,7,nm0813689,composer,""
tt0059183,8,nm0006030,composer,""
tt0059188,8,nm0006098,composer,""
tt0059190,9,nm0005996,composer,""
tt0059208,6,nm0006330,composer,""
tt0059211,8,nm0023966,composer,""
tt0059212,9,nm0217931,composer,""
tt0059212,10,nm0217933,composer,""
tt0059215,9,nm0006094,composer,""
tt0059219,10,nm0705572,composer,""
tt0059221,10,nm0006202,composer,""
tt0059227,8,nm0882319,composer,""
tt0059229,9,nm0000065,composer,""
tt0059232,10,nm0006221,composer,""
tt0059240,8,nm0317480,composer,""
tt0059241,9,nm0006262,composer,""
tt0059243,8,nm0000049,composer,""
tt0059244,8,nm0006212,composer,""
tt0059244,9,nm0694105,composer,""
tt0059249,7,nm0305767,composer,""
tt0059250,8,nm0000930,composer,""
tt0059252,10,nm0006126,composer,""
tt0059253,9,nm0357205,composer,""
tt0059253,10,nm0725765,composer,""
tt0059259,8,nm0006114,composer,""
tt0059268,9,nm0006164,composer,""
tt0059276,10,nm0006114,composer,""
tt0059281,10,nm0888958,composer,""
tt0059282,9,nm0006164,composer,""
tt0059287,9,nm0005958,composer,""
tt0059291,9,nm0910881,composer,""
tt0059297,8,nm0018788,composer,""
tt0059298,10,nm0368135,composer,""
tt0059303,9,nm0006316,composer,""
tt0059308,10,nm7137333,composer,""
tt0059309,8,nm0000025,composer,""
tt0059311,7,nm0006089,composer,""
tt0059312,10,nm0662155,composer,""
tt0059314,8,nm0006238,composer,""
tt0059315,10,nm0337898,composer,""
tt0059319,10,nm0000290,composer,""
tt0059320,10,nm1073050,composer,""
tt0059324,9,nm0350441,composer,""
tt0059325,7,nm0081598,composer,""
tt0059329,7,nm0744556,composer,""
tt0059336,8,nm0002354,composer,""
tt0059345,8,nm1550991,composer,""
tt0059346,8,nm0006136,composer,""
tt0059347,7,nm0106612,composer,""
tt0059347,8,nm0742538,composer,""
tt0059349,9,nm0441909,composer,""
tt0059354,10,nm0712428,composer,""
tt0059358,8,nm0000290,composer,""
tt0059362,9,nm0000290,composer,""
tt0059372,9,nm1009717,composer,""
tt0059373,8,nm0267565,composer,""
tt0059377,8,nm0291945,composer,""
tt0059379,6,nm0022472,composer,""
tt0059380,9,nm0006340,composer,""
tt0059387,7,nm0152589,composer,""
tt0059389,9,nm0005941,composer,""
tt0059390,9,nm0006277,composer,""
tt0059392,9,nm0305862,composer,""
tt0059398,8,nm0006303,composer,""
tt0059399,7,nm0006147,composer,""
tt0059403,8,nm0000710,composer,""
tt0059418,9,nm0005945,composer,""
tt0059418,10,nm1037323,composer,""
tt0059422,9,nm0006303,composer,""
tt0059422,10,nm0886828,composer,""
tt0059424,10,nm0547911,composer,""
tt0059428,10,nm0006328,composer,""
tt0059429,10,nm0006095,composer,""
tt0059431,8,nm0725765,composer,""
tt0059433,9,nm0337898,composer,""
tt0059434,8,nm0006073,composer,""
tt0059435,8,nm0000016,composer,""
tt0059437,8,nm0006076,composer,""
tt0059440,8,nm0168732,composer,""
tt0059440,9,nm1040115,composer,""
tt0059447,7,nm0767095,composer,""
tt0059448,9,nm0005065,composer,""
tt0059453,9,nm0006132,composer,""
tt0059454,10,nm0000290,composer,""
tt0059456,8,nm0323473,composer,""
tt0059460,10,nm0769621,composer,""
tt0059462,9,nm0048301,composer,""
tt0059465,9,nm0052140,composer,""
tt0059470,10,nm0000025,composer,""
tt0059475,9,nm0235127,composer,""
tt0059477,9,nm0115960,composer,""
tt0059485,7,nm0504022,composer,""
tt0059487,8,nm0006052,composer,""
tt0059496,8,nm0005961,composer,""
tt0059499,9,nm0350784,composer,""
tt0059500,9,nm0341904,composer,""
tt0059501,9,nm0003049,composer,""
tt0059502,8,nm0741328,composer,""
tt0059504,9,nm0339853,composer,""
tt0059511,8,nm0701982,composer,""
tt0059512,9,nm0401317,composer,""
tt0059515,7,nm0711702,composer,""
tt0059518,8,nm0002354,composer,""
tt0059521,6,nm0005962,composer,""
tt0059526,9,nm0350441,composer,""
tt0059527,10,nm0514097,composer,""
tt0059530,7,nm0006164,composer,""
tt0059539,7,nm0889544,composer,""
tt0059540,7,nm0006277,composer,""
tt0059541,7,nm0140020,composer,""
tt0059542,8,nm0005961,composer,""
tt0059545,9,nm0003049,composer,""
tt0059548,8,nm0242406,composer,""
tt0059550,9,nm0953693,composer,""
tt0059555,9,nm0359043,composer,""
tt0059557,9,nm0000025,composer,""
tt0059558,7,nm0242406,composer,""
tt0059560,8,nm0529206,composer,""
tt0059563,9,nm0510360,composer,""
tt0059572,9,nm0350441,composer,""
tt0059585,9,nm0653778,composer,""
tt0059588,9,nm0006164,composer,""
tt0059589,7,nm0000016,composer,""
tt0059592,8,nm0006051,composer,""
tt0059594,9,nm0350441,composer,""
tt0059607,8,nm0517015,composer,""
tt0059616,8,nm0786892,composer,""
tt0059619,7,nm0001553,composer,""
tt0059627,7,nm0005953,composer,""
tt0059630,9,nm0725765,composer,""
tt0059633,10,nm0000016,composer,""
tt0059634,8,nm0645916,composer,""
tt0059635,8,nm0052140,composer,""
tt0059637,6,nm0115960,composer,""
tt0059641,8,nm0725765,composer,""
tt0059643,8,nm0671678,composer,""
tt0059646,9,nm0357783,composer,""
tt0059649,8,nm0006023,composer,""
tt0059650,10,nm0006093,composer,""
tt0059651,9,nm0000930,composer,""
tt0059653,6,nm0006046,composer,""
tt0059655,7,nm1389584,composer,""
tt0059660,10,nm0237548,composer,""
tt0059661,8,nm0018497,composer,""
tt0059668,5,nm0755640,composer,""
tt0059670,6,nm0004384,composer,""
tt0059672,10,nm0006327,composer,""
tt0059673,9,nm0766496,composer,""
tt0059675,7,nm0006023,composer,""
tt0059677,9,nm0766496,composer,""
tt0059678,9,nm0000025,composer,""
tt0059680,5,nm1064402,composer,""
tt0059686,8,nm0003049,composer,""
tt0059688,8,nm1310840,composer,""
tt0059704,9,nm0005958,composer,""
tt0059707,9,nm0006325,composer,""
tt0059709,8,nm0006249,composer,""
tt0059710,9,nm0002302,composer,""
tt0059711,8,nm0804244,composer,""
tt0059712,8,nm0006104,composer,""
tt0059715,9,nm0945462,composer,""
tt0059718,9,nm0615138,composer,""
tt0059724,9,nm0126353,composer,""
tt0059726,8,nm0882319,composer,""
tt0059727,9,nm0527534,composer,""
tt0059729,10,nm0005065,composer,""
tt0059732,10,nm0006209,composer,""
tt0059743,7,nm0804165,composer,""
tt0059744,9,nm0527534,composer,""
tt0059749,9,nm0006148,composer,""
tt0059756,8,nm0414311,composer,""
tt0059756,9,nm0635559,composer,""
tt0059762,7,nm0596367,composer,""
tt0059771,8,nm0079437,composer,""
tt0059773,9,nm0000710,composer,""
tt0059774,9,nm0006126,composer,""
tt0059786,7,nm0212740,composer,""
tt0059793,9,nm0005979,composer,""
tt0059795,9,nm0265703,composer,""
tt0059796,8,nm0000070,composer,""
tt0059798,7,nm0907692,composer,""
tt0059803,10,nm0422866,composer,""
tt0059812,8,nm0845243,composer,""
tt0059813,8,nm0084999,composer,""
tt0059816,8,nm0944904,composer,""
tt0059821,10,nm0428561,composer,""
tt0059823,9,nm0006095,composer,""
tt0059824,8,nm0368135,composer,""
tt0059831,10,nm0000016,composer,""
tt0059832,8,nm0678157,composer,""
tt0059836,8,nm0430737,composer,""
tt0059837,8,nm0000070,composer,""
tt0059838,8,nm0844488,composer,""
tt0059840,9,nm0000016,composer,""
tt0059850,8,nm0001553,composer,""
tt0059851,8,nm0006328,composer,""
tt0059855,9,nm0943199,composer,""
tt0059868,8,nm0006202,composer,""
tt0059872,10,nm0006166,composer,""
tt0059873,7,nm0210093,composer,""
tt0059874,7,nm0522145,composer,""
tt0059875,9,nm0274202,composer,""
tt0059884,7,nm0653778,composer,""
tt0059885,10,nm0000025,composer,""
tt0059887,9,nm0006300,composer,""
tt0059892,5,nm0874516,composer,""
tt0059893,9,nm0712428,composer,""
tt0059896,10,nm0606108,composer,""
tt0059903,8,nm0000820,composer,""
tt0059904,10,nm0439219,composer,""
tt0059905,9,nm0006209,composer,""
tt0059909,9,nm0129843,composer,""
tt0059912,9,nm0548738,composer,""
tt0059913,8,nm0368135,composer,""
tt0059914,9,nm0006164,composer,""
tt0059915,10,nm0005989,composer,""
tt0059916,8,nm0079437,composer,""
tt0059919,9,nm0006316,composer,""
tt0059920,8,nm0168639,composer,""
tt0059927,8,nm0006221,composer,""
tt0059929,9,nm0006145,composer,""
tt0059931,9,nm0737197,composer,""
tt0059932,8,nm0242406,composer,""
tt0059934,7,nm0656780,composer,""
tt0059942,8,nm0006136,composer,""
tt0059944,8,nm0055005,composer,""
tt0059946,8,nm0994091,composer,""
tt0059946,9,nm0651885,composer,""
tt0059946,10,nm0657106,composer,""
tt0059952,7,nm0059986,composer,""
tt0059956,8,nm0000016,composer,""
tt0059958,9,nm0005989,composer,""
tt0060045,8,nm0355137,composer,""
tt0060048,9,nm0006161,composer,""
tt0060050,10,nm0000930,composer,""
tt0060068,7,nm0006028,composer,""
tt0060070,10,nm0006325,composer,""
tt0060074,8,nm0441991,composer,""
tt0060074,9,nm0480116,composer,""
tt0060076,10,nm0349190,composer,""
tt0060082,9,nm0006191,composer,""
tt0060083,7,nm0149690,composer,""
tt0060084,9,nm0006274,composer,""
tt0060086,7,nm0738456,composer,""
tt0060091,10,nm0275754,composer,""
tt0060092,10,nm0693754,composer,""
tt0060094,10,nm0006109,composer,""
tt0060097,8,nm0001553,composer,""
tt0060098,9,nm0006161,composer,""
tt0060099,9,nm0006184,composer,""
tt0060104,10,nm1090097,composer,""
tt0060107,7,nm0653778,composer,""
tt0060109,10,nm0006028,composer,""
tt0060112,8,nm0006052,composer,""
tt0060116,6,nm0327225,composer,""
tt0060117,10,nm0368135,composer,""
tt0060120,10,nm0804244,composer,""
tt0060121,10,nm0000049,composer,""
tt0060123,9,nm0006325,composer,""
tt0060124,10,nm0006028,composer,""
tt0060125,9,nm0006267,composer,""
tt0060126,10,nm0006313,composer,""
tt0060127,8,nm6262066,composer,""
tt0060128,9,nm0267879,composer,""
tt0060135,9,nm0254153,composer,""
tt0060138,7,nm0927484,composer,""
tt0060140,10,nm0006177,composer,""
tt0060143,8,nm0006094,composer,""
tt0060148,8,nm0517015,composer,""
tt0060150,6,nm0006156,composer,""
tt0060153,9,nm0725765,composer,""
tt0060154,8,nm1863192,composer,""
tt0060154,9,nm0787645,composer,""
tt0060155,8,nm0006270,composer,""
tt0060161,7,nm0678157,composer,""
tt0060163,6,nm0910891,composer,""
tt0060165,7,nm0000710,composer,""
tt0060168,9,nm0006159,composer,""
tt0060173,8,nm0579387,composer,""
tt0060176,10,nm0359372,composer,""
tt0060184,10,nm0450293,composer,""
tt0060188,9,nm0599736,composer,""
tt0060192,9,nm0003049,composer,""
tt0060196,10,nm0001553,composer,""
tt0060200,9,nm0000820,composer,""
tt0060200,10,nm0006227,composer,""
tt0060201,9,nm9087577,composer,""
tt0060201,10,nm9087578,composer,""
tt0060214,8,nm0736864,composer,""
tt0060215,9,nm0006201,composer,""
tt0060218,7,nm0000930,composer,""
tt0060219,8,nm0242406,composer,""
tt0060223,8,nm0210767,composer,""
tt0060228,8,nm0006163,composer,""
tt0060232,9,nm0000290,composer,""
tt0060236,8,nm0006093,composer,""
tt0060240,9,nm0006094,composer,""
tt0060254,8,nm0005992,composer,""
tt0060263,7,nm0053289,composer,""
tt0060268,10,nm0006156,composer,""
tt0060271,9,nm0099103,composer,""
tt0060271,10,nm0100181,composer,""
tt0060272,8,nm0242406,composer,""
tt0060283,9,nm0493127,composer,""
tt0060287,7,nm0006225,composer,""
tt0060295,9,nm0006092,composer,""
tt0060302,8,nm0242406,composer,""
tt0060305,9,nm0350784,composer,""
tt0060307,9,nm0005961,composer,""
tt0060310,7,nm0006210,composer,""
tt0060311,8,nm0242406,composer,""
tt0060318,7,nm0850458,composer,""
tt0060321,9,nm0779346,composer,""
tt0060325,10,nm0315742,composer,""
tt0060330,8,nm0736864,composer,""
tt0060332,9,nm0006161,composer,""
tt0060349,10,nm0006095,composer,""
tt0060350,7,nm0910881,composer,""
tt0060351,9,nm0006110,composer,""
tt0060355,9,nm0006126,composer,""
tt0060358,8,nm0000290,composer,""
tt0060362,7,nm0006145,composer,""
tt0060379,9,nm0005996,composer,""
tt0060380,7,nm1040115,composer,""
tt0060386,9,nm0006159,composer,""
tt0060395,9,nm0005200,composer,""
tt0060396,6,nm0006275,composer,""
tt0060396,7,nm0006286,composer,""
tt0060401,8,nm0906897,composer,""
tt0060408,8,nm0005980,composer,""
tt0060414,8,nm0011709,composer,""
tt0060415,9,nm0005958,composer,""
tt0060416,9,nm0001553,composer,""
tt0060418,8,nm0733371,composer,""
tt0060424,7,nm0006238,composer,""
tt0060426,7,nm0000290,composer,""
tt0060429,8,nm0439219,composer,""
tt0060434,6,nm0052140,composer,""
tt0060437,9,nm0253301,composer,""
tt0060440,10,nm0006136,composer,""
tt0060445,10,nm0003574,composer,""
tt0060446,10,nm0455836,composer,""
tt0060449,8,nm0320250,composer,""
tt0060450,10,nm0498899,composer,""
tt0060453,10,nm0267504,composer,""
tt0060457,10,nm0005958,composer,""
tt0060461,8,nm0005965,composer,""
tt0060463,7,nm0006030,composer,""
tt0060464,7,nm0766496,composer,""
tt0060472,9,nm0003574,composer,""
tt0060473,10,nm0450526,composer,""
tt0060475,8,nm0498899,composer,""
tt0060476,10,nm0002185,composer,""
tt0060481,10,nm0006090,composer,""
tt0060482,9,nm0341904,composer,""
tt0060483,9,nm0006270,composer,""
tt0060484,9,nm0002185,composer,""
tt0060486,9,nm0370618,composer,""
tt0060490,10,nm0006184,composer,""
tt0060491,10,nm0000930,composer,""
tt0060497,6,nm0311959,composer,""
tt0060508,8,nm0766496,composer,""
tt0060512,8,nm0439219,composer,""
tt0060515,8,nm0006166,composer,""
tt0060515,9,nm0501120,composer,""
tt0060520,9,nm0002304,composer,""
tt0060522,9,nm0002354,composer,""
tt0060525,7,nm0598315,composer,""
tt0060529,8,nm0635059,composer,""
tt0060531,8,nm0612065,composer,""
tt0060531,9,nm0006277,composer,""
tt0060532,9,nm0011709,composer,""
tt0060533,9,nm0006023,composer,""
tt0060537,9,nm0006270,composer,""
tt0060543,8,nm0366372,composer,""
tt0060543,9,nm0466743,composer,""
tt0060544,10,nm0247963,composer,""
tt0060545,9,nm0006227,composer,""
tt0060548,9,nm0517015,composer,""
tt0060558,8,nm0006159,composer,""
tt0060563,9,nm0006274,composer,""
tt0060564,9,nm0368135,composer,""
tt0060566,10,nm0669304,composer,""
tt0060568,9,nm0006148,composer,""
tt0060574,10,nm0378314,composer,""
tt0060579,10,nm0875482,composer,""
tt0060581,9,nm0004368,composer,""
tt0060584,8,nm0953693,composer,""
tt0060585,9,nm0467564,composer,""
tt0060586,10,nm0945462,composer,""
tt0060588,9,nm0179460,composer,""
